"doaj_publishers","Freq"
"Beilstein-Institut ",1
"Beilstein-Institut",1
"Behavior & Law Research Foundation",1
"Beate Kern / Christoph Behrens / Joris Lehnert / Stefan Serafin",1
"BdFISH",1
"BC TEAL",1
"Bayburt Üniversitesi",1
"Bau, Centro Universitario de Diseño ",1
"Bati Akdeniz Agricultural Research Institute",1
"Bath Spa University",1
"Bashkir State Medical University",1
"Barpeta Obstetrics and Gynaecological Society",1
"Barnard Center for Research on Women",1
"Barcaray International",1
"Bar Association of Vojvodina, Novi Sad",1
"Baqiyatallah University of Medical Sciences (BMSU).",1
"Baqai University Press",1
"Bappeda Kota Semarang",1
"Bangladesh Society of Physiologist (BSP)",1
"Bangladesh Society of Agronomy",1
"Bangladesh Pharmacological Society",1
"Bangladesh Council of Scientific and Industrial Research",1
"Bangladesh Bioethics Society",1
"Bangladesh Association of Plant Taxonomists",1
"Bangladesh Agricultural University Research System",1
"Bangabandhu Sheikh Mujib Medical University",1
"Banco de la República",1
"Balkan Society of Geometers",1
"Balkan Medical Union",1
"Balai Riset dan Standardisasi Industri Pontianak",1
"Balai Riset dan Standardisasi Industri Padang",1
"Balai Riset dan Standardisasi Industri Banj",1
"Balai Pengkajian dan Pengembangan Komunikasi dan Informatika (BPPKI)",1
"Balai Penelitian Kehutanan Makassar",1
"Balai Penelitian Kehutanan ",1
"Balai Penelitian dan Pengembangan Teknologi Perbenihan Tanaman Hutan",1
"Balai Penelitian dan Pengembangan Kesehatan Magelang",1
"Balai Penelitian dan Pengembangan Agama Semarang",1
"Balai Pelestarian Nilai Budaya Jawa Barat, Kementerian Pendidikan dan Kebudayaan",1
"Balai Litbang P2B2 Banjarnegara",1
"Balai Besar Riset Pengolahan Produk dan Bioteknologi Kelautan dan Perikanan",1
"Balai Besar Pengembangan SDM dan Penelitian Kominfo Medan",1
"Balai Besar Kimia dan Kemasan",1
"Balai Bahasa Jawa Timur",1
"Balai Bahasa Bali",1
"Balai Arkeologi Yogyakarta",1
"Balai Arkeologi Maluku",1
"Balai Arkeologi Jawa Barat",1
"Balai Arkeologi Bali",1
"Bait Al-Mashura Consultations",1
"Baghdad University",1
"Badan Tenaga Nuklir Nasional (BATAN)",1
"Badan Penerbit Ikatan Dokter Anak Indonesia",1
"Badan Penerbit FHUI",1
"Badan Penerbit Fakultas Pertanian Universitas Bengkulu",1
"Badan Penelitian dan Pengembangan Kementerian Pendidikan dan Kebudayaan",1
"Badan Pemeriksa Keuangan Republik Indonesia",1
"Badan Pembinaan Hukum Nasional, Kementerian Hukum dan HAM RI, Pusat Analisis dan Evaluasi Hukum Nasional",1
"Badan Informasi Geospasial",1
"Babes Bolyai University",1
"B.V.V.Sangha's, S.Nijalingappa Medical College, H.S.K. Hospital and Research Centre, Bagalkot",1
"B.S.N.V. Post Graduate College",1
"B J Medical College, Ahmedabad",1
"Azarian Journals",1
"Azarbaijan Shahide Madani University",1
"Aydin Çifci",1
"Ayandegan Institute of Higher Education, Iran",1
"AXIS Academic Foundation Press",1
"Axis Academic Foundation ",1
"Axia Academic Publishers",1
"Autonomous non-commercial organisation ""The Journal of Political Theory, Political Philosophy and Sociology of Politics Politeia""",1
"Austrian Statistical Society",1
"Australian International Academic Centre PTY.LTD.",1
"Australian International Academic Centre PTY. LTD. ",1
"Australian Institutes for Educational Research",1
"Australian Council for Computers in Education",1
"Australasian Medical Journal pty ltd.",1
"Australasian Journal of Plastic Surgery",1
"Australasian Association for Information Systems",1
"Aurora Health Care",1
"ATNAA",1
"Athabasca University Press ",1
"Ateneo Cantonal de Estudios Políticos",1
"Atatürk University",1
"ASUNIVEP",1
"Astronomical Observatory, Department of Astronomy, Belgrade",1
"Associção Brasileira de Educação Médica",1
"Associazone Pragma ",1
"Associazione Teriologica Italiana",1
"Associazione Ocula",1
"Associazione Oasi Maria SS. - Troina",1
"Associazione Laureati in Lingue",1
"Associazione Italiana Polonisti",1
"Associazione Italiana Giovani Medici",1
"Associazione Italiana di Acustica",1
"Associazione italiana biblioteche",1
"Associazione Diritto Penale e Condizione Umana",1
"Associazione Diritto penale contemporaneo",1
"Associazione di Psicoanalisi della Relazione Educativa",1
"Associazione Culturale Humana.Mente",1
"Associazione Culturale Engramma",1
"Association pour la Recherche sur le Moyen-Orient",1
"Association Portugaise d'Etudes Françaises",1
"Association Paul Langevin",1
"Association of the Chemical Engineers of Serbia",1
"Association of Teachers of Advanced Composition",1
"Association of Surgeons of the Republic of Moldova",1
"Association of Support to Oral Health Research (APESB)",1
"Association of Social and Educational Innovation",1
"Association of Serbian Banks",1
"Association of Scientists and Intellectuals of Kosovo",1
"Association of Schools and Colleges of Optometry",1
"Association of Psychologists Practitioners, Moldova",1
"Association of Nurses-Technicians and Midwives of the Republic of Serbia, Belgrade",1
"Association of Metallurgical Engineers of Serbia",1
"Association of medical doctors Sanamed Novi Pazar",1
"Association of Historians of Nineteenth-Century Art (AHNCA)",1
"Association of Health Investigations",1
"Association of Food Technology, Turkey",1
"Association of Digital Forensics, Security and Law",1
"Association of College and Research Libraries",1
"Association of Clinical Pathologists of Nepal",1
"Association of Chemical Engineers of Serbia",1
"Association of Bulgarian Archaeologists",1
"Association of Basic Medical Sciences of Federation of Bosnia and Herzegovina",1
"Association of Ayurvedic Physicians of India",1
"Association Œconomia",1
"Association Mnémosyne",1
"Association Lambda Nordica",1
"Association Internationale des Sociologues de Langue Française",1
"Association Internationale de Pédagogie Universitaire",1
"Association International de Management Stratégique (AIMS)",1
"Association Française des Enseignants et Chercheurs en Cinéma et Audiovisuel",1
"Association Française de Sociologie",1
"Association Française de Recherche sur les Livres et les Objets Culturels de l’Enfance (AFRELOCE)",1
"Association Française de Linguistique Cognitive",1
"Association for the Teaching of English as a Foreign Language in Indonesia (TEFLIN)",1
"Association for the Study of Religion in Southern Africa",1
"Association for Scientic Computing and Electronics, Engineering (ASCEE) ",1
"Association for Promotion of Holistic Approach to Environment",1
"Association for Medical Education in Europe (AMEE)",1
"Association for Learning Technology ",1
"Association for Learning Development in Higher Education (ALDinHE)",1
"Association for Educational Communications and Technology",1
"Association for Development of Medical Education",1
"Association for Cognitive and Behavioral Psychotherapies",1
"Association EspacesTemps.net",1
"Association Epiga",1
"Association des Professeur-e-s de Français des Universités et Collèges Canadiens (APFUCC)",1
"Association de Recherche en Technologies de l’Information et de la Communication",1
"Association d'Economie Politique",1
"Association CeROArt",1
"Association Anthropologie Médicale Appliquée au Développement et à la Santé",1
"Association «Technology Platform «National Information Satellite System»",1
"Associació Cinefòrum L'Atalante",1
"Associação Universitária de Pesquisa em Psicopatologia Fundamental",1
"Associação Sul-Rio-Grandense de Pesquisadores em História da Educação (ASPHE)",1
"Associação Sergipana de Ciências",1
"Associação Profissional de Conservadores - Restauradores de Portugal",1
"Associação Portuguesa de Estudos Europeus",1
"Associação Pediátrica do Minho",1
"Associação Paulista de Medicina",1
"Associação Paulista de Homeopatia",1
"Associação Neurologia Cognitiva e do Comportamento",1
"Associação Nacional dos Programas de Pós-Graduação em Comunicação",1
"Associação Nacional dos Cursos de Graduação em Administração",1
"Associação Nacional de Tecnologia do Ambiente Construído",1
"Associação Nacional de Programas de Pos-graduação em Ciências Contábeis",1
"Associação Nacional de Pós-Graduação em Turismo",1
"Associação Nacional de Pós-Graduação e Pesquisa em Planejamento Urbano e Regional (ANPUR)",1
"Associação Nacional de Pós-Graduação e Pesquisa em Letras e Linguística",1
"Associacao Nacional de Pós-Graduação e Pesquisa em Educação",1
"Associação Nacional de Pós-Graduação e Pesquisa em Ciências Sociais (ANPOCS)",1
"Associação Nacional de Pós-Graduação e Pesquisa em Ambiente e Sociedade (ANPPAS)",1
"Associação Nacional de Pós-graduação e Pequisa em Educação",1
"Associação Nacional de Política e Administração da Educação",1
"Associação Nacional de Pesquisa e Pós-Graduação em Música",1
"Associação Nacional de Pesquisa e Pós-Graduação em Ciência da Informação",1
"Associação Nacional de Pesquisa e Ensino em Transportes (ANPET)",1
"Associação Nacional de História (ANPUH)",1
"Associação Nacional de História - Seção Rio Grande do Sul - GT Acervos",1
"Associação Nacional de Estudos em Empreendedorismo e Gestão de Pequenas Empresas",1
"Associação Multidisciplinar de Investigação Científica",1
"Associação Médica Brasileira",1
"Associação dos Servidores do Arquivo Nacional ",1
"Associação dos Geógrafos Brasileiros, Seção de Porto Alegre",1
"Associação dos Farmacêuticos do Vale do Aço",1
"Associação dos Docentes da Universidade Estácio de Sá",1
"Associação Direitos Humanos em Rede",1
"Associação de Psiquiatria do Rio Grande do Sul",1
"Associação de Medicina Intensiva Brasileira",1
"Associação de Investigadores da Imagem em Movimento",1
"Associação de Actividades Científicas",1
"Associação Brasileira de Tecnologia de Sementes",1
"Associação Brasileira de Soldagem",1
"Associação Brasileira de Relações Internacionais",1
"Associação Brasileira de Recursos Hídricos",1
"Associação Brasileira de Psiquiatria (ABP)",1
"Associação Brasileira de Psicologia Social",1
"Associação Brasileira de Psicologia Organizacional e do Trabalho",1
"Associação Brasileira de Psicologia Escolar e Educacional",1
"Associação Brasileira de Polímeros",1
"Associação Brasileira de Pesquisadores(as) Negros(as) (ABPN)",1
"Associação Brasileira de Pesquisadores em Sociologia do Direito",1
"Associação Brasileira de Pesquisadores em Jornalismo",1
"Associação Brasileira de Pesquisadores em Educação Especial ",1
"Associação Brasileira de Pesquisadores de História da Mídia",1
"Associação Brasileira de Pesquisa em Educação em Ciências (ABRAPEC)",1
"Associação Brasileira de Pesquisa (Auto)Biográfica (BIOgraph)",1
"Associação Brasileira de Olericultura",1
"Associação Brasileira de Odontologia ",1
"Associação Brasileira de Metalurgia, Materiais e Mineração",1
"Associação Brasileira de Metalurgia e Materiais (ABM); Associação Brasileira de Cerâmica (ABC); Associação Brasileira de Polímeros (ABPol)",1
"Associação Brasileira de Medicina e Cirurgia do Tornozelo e Pé - ABTPé",1
"Associação Brasileira de Literatura Comparada",1
"Associação Brasileira de Limnologia",1
"Associação Brasileira de Estudos Regionais e Urbanos (ABER)",1
"Associação Brasileira de Estudos Populacionais",1
"Associação Brasileira de Estudos Irlandeses",1
"Associação Brasileira de Estudos e Pesquisas em Moda (ABEPEM)",1
"Associação Brasileira de Estudos do Quaternário (ABEQUA)",1
"Associação Brasileira de Estudos Canadenses",1
"Associação Brasileira de Estomaterapia",1
"Associação Brasileira de Engenharia Sanitária e Ambiental",1
"Associação Brasileira de Enfermagem",1
"Associação Brasileira de Educação em Ciência da Informação",1
"Associação Brasileira de Divulgação Científica",1
"Associação Brasileira de Criminalística",1
"Associação Brasileira de Climatologa",1
"Associação Brasileira de Cerâmica",1
"Associação Brasileira de Antropologia",1
"Associação Brasileira de Águas Subterrâneas",1
"Assiut University",1
"Ass.ne Culturale Ludica",1
"Asosiasi Sains Akuakultur Indonesia",1
"Asosiasi Institusi Pendidikan Kedokteran Indonesia",1
"Asosiasi Dosen DPK UIN Sunan Gunung Djati Bandung",1
"Asosiasi Agroindustri Indonesia",1
"ASOCOPI",1
"Asociatiei Specialistilor în Terapia Tulburarilor de Limbaj din România",1
"Asociatia pentru Cresterea Vizibilitatii Cercetarii Stiintifice (ACVCS) - Association for Increasing the Visibility of Research Results",1
"Asociación Universitaria de Formación del Profesorado",1
"Asociación Universitaria de Educación",1
"Asociación Toxicológica Argentina",1
"Asociación Revista de Filosofía de Santa Fe",1
"Asociación Regional de Diálisis y Trasplantes Renales de Capital Federal y Provincia de Buenos Aires",1
"Asociación Red Uninet",1
"Asociación Profesional Gallega de Terapeutas Ocupacionales (APGTO)",1
"Asociación Peruana de Reproducción Animal",1
"Asociación para la Formación y la Investigación en Ciencias Económicas y Sociales",1
"Asociación Para el Progreso de la Biomedicina",1
"Asociación para el Avance de la Ciencia Psicológica",1
"Asociación Paleontológica Argentina",1
