"Publishers","Journals"
"Canadian Anthropology Society",1
"Canadian Association of Emergency Physicians",1
"Canadian Chiropractic Association (Association chiropratique canadienne)",1
"Canadian Health Libraries Association (Association des bibliothèques de la santé du Canada)",1
"Canadian Institute of Forestry",1
"Canadian Mathematical Society",1
"Canadian Mathematical Society",1
"Canadian Online Publication Group",1
"Canadian Ophthalmological Society",1
"Canadian Paediatric Society",1
"Canadian Philosophy of Education Society",1
"Canadian Psychiatric Association",1
"Canadian Public Health Association",1
"Canadian Society for Bioengineering",1
"Canadian Society for Clinical Investigation",1
"Canadian Society for Pharmaceutical Sciences",1
"Canadian Society of Petroleum Geologists",1
"Cancer Research UK",1
"Cappadocia University",1
"Cardiac Society of Nepal",1
"Cardiff School of Journalism, Media and Cultural Studies",1
"Cardiological Society of India",1
"Cardiology Academic Press",1
"Carlyle Studies Annual",1
"Carnets de Geologie",1
"Casa de Velázquez",1
"Catholic Theological Union",1
"Center for African Studies",1
"Center for Economic Research and Graduate Education",1
"Center for Environmental Philosophy",1
"Center for German and European Studies",1
"Center for Governance and Culture in Europe",1
"Center for Iberoamerican Studies",1
"Center for Industrial and Interdisciplinary Mathematics",1
"Center for Injury Epidemiology and Prevention",1
"Center for Innovation and Research on Veterans &amp; Military Families",1
"Center for International Economics",1
"Center for Korean Studies",1
"Center for Pacific Islands Studies",1
"Center for Professional Responsibility",1
"Center for Quality",1
"Center for Science and Technology",1
"Center for Strategic Studies in Business and Finance",1
"Center for Transportation Studies",1
"Center for the Study of Scottish Philosophy",1
"Center on Children and the Law",1
"Center on Disability Studies",1
"Centers for Disease Control and Prevention",1
"Center for Public Policy Studies",1
"Central China Normal University",1
"Central Library",1
"Centre de Recherches Ibériques et Ibéro-américaines (CRIIA)",1
"Centre de Recherches sur les Arts et le Langage",1
"Centre for Applied Ocean Technology",1
"Centre for Applied Research in Psychology",1
"Centre for Cinema Studies",1
"Centre for Crime and Justice Studies",1
"Centre for Latin American Research and Documentation (CEDLA)",1
"Centre for Law Technology and Society",1
"Centre for Nineteenth-Century Music",1
"Centre for Security Governance",1
"Centre for Southeast European Studies",1
"Centre for Studies of Daoist Culture",1
"Centre for Textile Research",1
"Centre for Widening Participation",1
"Centre for the History of Religion in Asia",1
"Centre for the Study of Childhood and Youth",1
"Centre of Jaina Studies",1
"Centre of Public Finance and Infrastructure Policy, Institute of Spatial Planning",1
"Centro Argentino de Meteorologos",1
"Centro Asociado de Sevilla",1
"Centro Científico Conhecer",1
"Centro Federal de Educação Tecnológica Celso Suckow da Fonseca (CEFET/RJ)",1
"Centro Interdisciplinar de Ciências Sociais",1
"Centro Interdisciplinar de Ciências Sociais",1
"Centro Português de Geo-História e Pré-História (CPGP)",1
"Centro Universitatio de Belo Horizonte",1
"Centro Universitário Autônomo do Brasil",1
"Centro Universitário Metodista Izabela Hendrix",1
"Centro de Arqueologia de Almada",1
"Centro de Documentação e Apoio à Pesquisa",1
"Centro de Estudios Avanzados",1
"Centro de Estudios Avanzados en Niñez y Juventud",1
"Centro de Estudios Griegos, Bizantinos y Neohelénicos",1
"Centro de Estudios Hemisfericos y Polares",1
"Centro de Estudios Interdisciplinario, Jurídicos, Sociales y Humanistas (CIES)",1
"Centro de Estudios Politicos y Constitucionales",1
"Centro de Estudios de Didáctica",1
"Centro de Estudios en Neuropsicologia",1
"Centro de Estudios sobre la Identidad Colectiva",1
"Centro de Estudos Africanos",1
"Centro de Estudos Anglo-Portugueses",1
"Centro de Estudos Geográficos",1
"Centro de Estudos Latino-Americanos sobre Cultura e Comunicação",1
"Centro de Estudos Territoriais",1
"Centro de Estudos de Arqueologia, Artes e Ciências do Património",1
"Centro de Estudos de Arquitetura, Cidade e Território",1
"Centro de Estudos de Comunicação e Cultura (CECC)",1
"Centro de Estudos de Filosofia",1
"Centro de Estudos de História Religiosa",1
"Centro de Estudos de Serviço Social e Sociologia",1
"Centro de Estudos de Teatro",1
"Centro de Estudos dos Povos e Culturas de Expressão Portuguesa",1
"Centro de Filosofia",1
"Centro de Filosofia da Universidade de Lisboa (CFUL)",1
"Centro de Filosofia das Ciências",1
"Centro de História da Cultura",1
"Centro de História da Sociedade e da Cultura",1
"Centro de Innovación y Productividad para la Investigación y Desarrollo",1
"Centro de Investigaciones",1
"Centro de Investigaciones Agropecuarias",1
"Centro de Investigaciones y Publicaciones Farmaceuticas",1
"Centro de Investigación",1
"Centro de Investigação Media e Jornalismo",1
"Centro de Investigação de Economia e das Organizações (CEO)",1
"Centro de Investigação e Estudos de Sociologia",1
"Centro de Investigação e Estudos em Belas-Artes",1
"Centro de Investigação e Intervenção Educativas (CIIE)",1
"Centro de Investigação em Atividade Física, Saúde e Lazer (CIAFEL)",1
"Centro de Investigação em Ciências Empresariais",1
"Centro de Investigação em Desporto, Saúde e Desenvolvimento Humano",1
"Centro de Investigação em Didáctica e Tecnologia na Formação de Formadores",1
"Centro de Investigação em Educação",1
"Centro de Literatura Portuguesa (CLP)",1
"Centro di Studi Avanzati sul Turismo (CAST)",1
"Centro em Rede de Investigação em Antropologia",1
"Centros de Altos Estudios",1
"Centrum pro otázky životního prostredí",1
"Chair History of Architecture and Urban Planning",1
"Charles University",1
"Chartered Financial Analysts Institute",1
"Chemical Engineering Education",1
"Chemical Industry and Engineering Society of China",1
"Chemistry Central",1
"China Academy of Traditional Chinese Medicine",1
"China Agricultural University",1
"China Association of Chinese Medicine",1
"China Fortune Press",1
"China National Rice Research Institute",1
"China Pharmaceutical University",1
"China Society for Industrial and Applied Mathematics",1
"China University of Petroleum",1
"Chinese Academy of Agricultural Sciences (CAAS)",1
"Chinese Academy of Social Sciences",1
"Chinese Association for Agricultural Economics",1
"Chinese Automatic Control Society",1
"Chinese Endocrinologist Association",1
"Chinese Heat Treatment Society (CHTS)",1
"Chinese Journal of Cancer Research",1
"Chinese Journal of Lung Cancer",1
"Chinese Society of Endocrinology",1
"Chinese Society of International Law",1
"Christian Archaeological Society (???)",1
"Church Monuments Society",1
"City College of New York",1
"City University of Hong Kong",1
"City University of NewYork",1
"Civil Szemle Alapítvány",1
"Claremont Graduate University",1
"Clarivate Analytics",1
"Classical Association of Canada",1
"Classical Association of the Middle West and South",1
"Clay Minerals Society",1
"Clinical Laboratory Publications",1
"Coastal Education and Research Foundation (CERF)",1
"Coasts, Oceans, Ports and Rivers Institute",1
"Cochrane Collaboration",1
"Code4Lib Journal",1
"ColNes",1
"Colectivo para el Análisis Pluridisciplinar de la Iconografía Religiosa Europea",1
"Colegio Médico del Perú",1
"Colegio Oficial de Doctores y Licenciados en Bellas Artes de Andalucía (COLBAA)",1
"Colegio Oficial de Psicólogos del Principado de Asturias",1
"Colegio Profesional de Psicologos de Costa Rica",1
"Colegio de Médicos y Cirujanos de Costa Rica",1
"College of American Pathologists",1
"College of Business and Economics",1
"College of Diplomates",1
"College of Intensive Care Medicine of Australia and New Zealand",1
"College of Occupational Therapists",1
"College of Optometrists",1
"College of Public Health Sciences",1
"College of Surgeons of Hong Kong",1
"College of Surgeons of Sri Lanka",1
"Colorado Seminary",1
"Columbia University",1
"Comité National de la Gravure Française",1
"Commission on Mental and Physical Disability Law",1
"Commission on Women in the Profession",1
"Commitee on Metallurgy",1
"Committee for Psychological Sciences",1
"Committee for Quaternary Research",1
"Committee of Chemical and Process Engineering",1
"Committee of Electronics and Telecommunications",1
"Committee of Environmental Engineering",1
"Committee of Mechanical Engineering",1
"Committee of Mining",1
"Committee of Veterinary Sciences",1
"Committee on Corporate Counsel",1
"Committee on Data for Science and Technology (CODATA)",1
"Committee on Geodesy",1
"Committee on Metrology and Scientific Instrumentation",1
"Committee on Polar Research",1
"Committee on Thermodynamics and Combustion",1
"Commonwealth Forestry Association",1
"Commonwealth of Learning",1
"Communication Research Centre",1
"Communio",1
"Community and Urban Sociology Section",1
"Competition Law Scholars Forum (CLaSF)",1
"Compiler",1
"Components, Packaging and Manufacturing Technology Society",1
"Computational Geometry Laboratory",1
"Computational Intelligence Society",1
"Computer Network Group",1
"Computers in Chemistry (COMP) Division",1
"Computers in Education Division",1
"Confindustria, Centro Studi",1
"Conselho Brasileiro de Oftalmologia",1
"Conselho Federal de Farmácia",1
"Conselho Regional de Administracao do Parana (CRA-PR)",1
"Construction Litigation Committee",1
"Contexto Kantianos",1
"Copenhagen Lutheran School of Theology",1
"Cork University Press",1
"Corning Museum of Glass",1
"Corporación Educativa SER",1
"Corporación Universitaria Reformada",1
"Corrections Section",1
"Correspondencias &amp; análisis",1
"Corvinus School of Management",1
"Corvinus University of Budapest",1
"Costume Society of America",1
"Costume Society of Great Britain",1
"Council for Exceptional Children",1
"Council of Centers in Jewish-Christian Relations",1
"Council on Undergraduate Research",1
"Court of the University of St Andrews",1
"Crawford School of Economics and Government",1
"Crawford School of Public Policy",1
"Creighton University",1
"Critical Care Nursing Forum",1
"Croatian Association of Civil Engineers",1
"Croatian Chemical Society (Hrvatsko kemijsko drustvo)",1
"Crop Science Society of China",1
