"publisher","journals","reviews"
"Royal College of Speech and Language Therapists",1,"733"
"Sociedade Brasileira de Pneumologia e Tisiologia",1,"731"
"Zhejiang University School of Medicine",1,"731"
"Royal Australian and New Zealand College of Ophthalmologists",1,"723"
"Associação Paulista de Saúde Pública",1,"722"
"International College of Geriatric Psychoneuropharmacology",1,"720"
"United European Gastroenterology",1,"720"
"Entomological Society of Japan",1,"717"
"Association of Applied Biologists",1,"716"
"Special Care Dentistry Association",1,"716"
"Language Learning Research Club",1,"715"
"China University of Petroleum - Beijing",1,"713"
"British Association of Critical Care Nurses",1,"710"
"Associação Brasileira de Motricidade Orofacial",1,"703"
"China University of Geosciences",1,"703"
"Malaysian Medical Association",1,"703"
"Netherlands Entomological Society",1,"702"
"LPPM Universitas Pahlawan Tuanku Tambusai",1,"698"
"American Water Resources Association",1,"696"
"World Dental Federation",1,"696"
"British HIV Association",1,"695"
"Escola Superior de Agricultura",1,"692"
"European Academy of Management (EURAM)",1,"689"
"International Behavioural and Neural Genetics Society",1,"689"
"Sociedade Brasileira de Nefrologia",1,"687"
"British Society for Histocompatibility and Immunogenetics",1,"686"
"Associação Brasileira de Recursos Hídricos",1,"685"
"Baghdad College of Economic Sciences University",1,"681"
"College of Medicine (University of Malawi)",1,"680"
"Association of Field Ornithologists",1,"677"
"Associação Brasileira de Cerâmica",1,"674"
"Gruppo Italiano Frattura",1,"673"
"Associação Nacional de Pós-Graduação e Pesquisa em Ambiente e Sociedade",1,"666"
"International Federation of Pigment Cell Societies",1,"665"
"European Association for Vision & Eye Research",1,"660"
"Sociedade Brasileira de Meteorologia",1,"654"
"Czech Technical University",1,"652"
"Escola de Veterinária, Universidade Federal de Minas Gerais",1,"650"
"Féderation Internationale du Béton",1,"650"
"Instituto Oswaldo Cruz, Ministério da Saúde",1,"649"
"Society for the Study of Reproduction",1,"645"
"Korean Society of Environmental Engineers",1,"644"
"The British Elbow and Shoulder Society",1,"643"
"Faculdade de Saúde Pública, Universidade de São Paulo",1,"642"
"China Ocean Press",1,"638"
"Sociedade Brasileira para o Desenvolvimento da Pesquisa em Cirurgia",1,"637"
"British Blood Transfusion Society",1,"635"
"Chinese Anti-Cancer Association",1,"634"
"Sociedade Brasileira de Ciência do Solo",1,"632"
"Instituto Nacional de Pesquisas da Amazônia",1,"631"
"Adult and Geropsychiatric-Mental Health Nurses(AGPN)",1,"630"
"European Peptide Society",1,"630"
"Escola de Administração de Empresas de São Paulo",1,"626"
"Korean Society for Laboratory Medicine",1,"622"
"AO Foundation",1,"621"
"Bioelectromagnetics Society",1,"620"
"Australian Health Promotion Association",1,"618"
"Royal College of Occupational Therapists",1,"612"
"American Society of Animal Science",1,"609"
"The Obesity Society (TOS)",1,"608"
"Consejo Superior de Investigaciones Cientificas",1,"606"
"Associação de Neurologia Cognitiva e do Comportamento",1,"601"
"Escola Brasileira de Administração Pública e de Empresas, Fundação Getúlio Vargas",1,"600"
"SCAD Independent",1,"599"
"Societas Neurologica Japonica (Japanese Society of Neurology)",1,"598"
"Universidade Presbiteriana Mackenzie",1,"597"
"Urology and Nephrology Research Center",1,"596"
"Board of the Nordic Journal of Botnay",1,"588"
"International Early Psychosis Association (IEPA)",1,"586"
"Indian Academy of Sciences",1,"584"
"Association for Family Therapy and Systemic Practice in the UK",1,"583"
"Fundação Escola de Comércio Álvares Penteado",1,"573"
"Associação Brasileira de Engenharia de Produção",1,"572"
"American Academy of Physician's Assistants",1,"569"
"Coastal Education Research Foundation Inc.",1,"567"
"National Research University Higher School of Economics",1,"567"
"Instituto de Medicina Social, Universidade do Estado do Rio de Janeiro",1,"563"
"Trustees of the Bulletin of Economic Research",1,"563"
"IEEE Engineering in Medicine and Biology Society",1,"560"
"Cellular and Molecular Biology Association",1,"558"
"Society for Research Synthesis Methodology",1,"556"
"Asian Association of Social Psychology",1,"555"
"European Association of Personality Psychology",1,"553"
"National Rural Health Alliance",1,"549"
"Fundação Gorceix",1,"545"
"Australian Society of Viticulture and Oenology Inc",1,"542"
"IPSA Research Committee on the Structure and Organization of Government",1,"542"
"JOSPT",1,"541"
"British Association of Community Child Health",1,"540"
"Entrepreneurship and Sustainability Center",1,"540"
"Eating Disorders Association",1,"538"
"International Commission for Irrigation and Drainage",1,"537"
"British Grassland Society",1,"534"
"EuroPCR",1,"534"
"Instituto de Pesquisas Ambientais em Bacias Hidrográficas",1,"532"
"Pulmonary Vascular Research Institute",1,"532"
"Society for Experimental Biology",1,"530"
"Associação Brasileira de Engenharia Química",1,"528"
"British Photodermatology Group",1,"528"
"Sociedade Brasileira de Fruticultura",1,"524"
"Society for Applied Spectroscopy",1,"523"
"Universidade Federal de Viçosa",1,"522"
"Oman Medical Specialty Board",1,"521"
"National Federation of Modern Language Teachers Associations, Inc.",1,"520"
"Faculdade de Economia, Administração e Contabilidade, Departamento de Contabilidade e Atuária, Universidade de São Paulo",1,"517"
"Shanghai University",1,"516"
"Associação de Psiquiatria do Rio Grande do Sul",1,"515"
"Mexican Association of Hepatology",1,"514"
"Associação Nacional dos Programas de Pós-graduação em Administração",1,"513"
"Den norske legeforening (The Norwegian Medical Association)",1,"513"
"American Academy of Sleep Medicine",1,"512"
"Associação Brasileira de Polímeros",1,"510"
"ESRSA Publication",1,"510"
"Empresa Brasileira de Pesquisa Agropecuária",1,"505"
"Japan Academy of Nursing Science",1,"505"
"Ocean University of China",1,"505"
"Japanese Society of Neuropathology",1,"504"
"Combinations of societies for Wiley-VCH journals",1,"503"
"The Movement Disorder Society",1,"502"
"Medical and Dental Consultants Association of Nigeria (MDCAN)",1,"499"
"Association of Military Surgeons of the US",1,"493"
"Deutsche Pharmazeutische Gesellschaft",1,"490"
"Instituto de Florestas",1,"486"
"College of Optometrists",1,"485"
"International AIDS Society",1,"483"
"International Society of Protistologists",1,"482"
"Instituto Agronômico de Campinas",1,"479"
"American Society of Health-Systems Pharmacy",1,"477"
"Masinski Fakultet - Kragujevac",1,"473"
"Australian Agricultural and Resource Economics Society Inc",1,"470"
"Casa de Oswaldo Cruz, Fundação Oswaldo Cruz",1,"470"
"Fund for Support and Development of Protected Areas ""Bear Land""",1,"468"
"Departamento de Engenharia Agrícola, Universidade Federal de Campina Grande",1,"467"
"Vydavatel'stvo Slovenkej Akademie Vied/Veda Publishing House of the Slovak Academy of Sciences",1,"467"
"American Association of Colleges of Pharmacy",1,"466"
"American Council on the Teaching of Foreign Languages",1,"464"
"iGlobal Research and Publishing Foundation",1,"463"
"The Physical Society of Taiwan",1,"461"
"University of Defence in Belgrade",1,"461"
"Hohai University",1,"459"
"Japanese Psychogeriatrics Society (JPSG)",1,"459"
"British Neuropathological Society",1,"453"
"Health Libraries Group of the Library Association",1,"448"
"International Xenotransplantation Association",1,"448"
"Xuanwu Hospital Capital Medical University",1,"446"
"Estonian Agricultural University",1,"444"
"Departamento de Ciência e Tecnologia Aeroespacial",1,"443"
"China National Rice Research Institute",1,"442"
"Fundacao Oswaldo Cruz",1,"442"
"Editora da Universidade Federal de Lavras",1,"441"
"New Zealand Medical Association",1,"441"
"International Society for Advancement of Cytometry",1,"439"
"Czech Technical University, Publishing House",1,"437"
"Japanese Society for Dental Materials and Devices",1,"434"
"Cognitive Science Society (CSS)",1,"428"
"HARD",1,"428"
"Instituto de Estudos Sociais e Políticos, Universidade do Estado do Rio de Janeiro",1,"425"
"Molecular Biology Society of Japan",1,"425"
"Colégio Brasileiro de Radiologia e Diagnóstico por Imagem",1,"422"
"Japanese Teratology Society",1,"422"
"Chinese Laser Press",1,"420"
"Royal College of Anaesthetists",1,"420"
"University College London (UCL)",1,"419"
"Instituto de Botânica",1,"418"
"Sercrisma International S.L",1,"418"
"International Association of the Scientific Study of Intellectual Disabilities",1,"417"
"Japanese Society of Grassland Science",1,"416"
"Associação Brasielira Engenharia Agrícola",1,"409"
"Chemical Society Located in Taipei",1,"409"
"Chinese Academy of Sciences, Institute of Zoology",1,"405"
"KOREAN FIBER SOCIETY",1,"405"
"Institute of Experimemtal Botany, ASCR",1,"404"
"United Nations",1,"404"
"Japanese Society for Fisheries Oceanography",1,"401"
"International Society for Prosthetics and Orthotics",1,"400"
"Scandinavian Society of Clinical Physiology and Nuclear Medicine",1,"400"
"Arquivos Brasileiros de Cardiologia",1,"399"
"Australian Society of Endodontology Inc",1,"399"
"Fucape Business School",1,"398"
"Tongji University",1,"397"
"International Society of Political Psychology",1,"396"
"American Society For Breast Disease",1,"394"
"General Hospital of People's Liberation Army",1,"394"
"Association for Publication of The Journal of Internal Medicine",1,"391"
"Japanese Society of Phycology (JSPH)",1,"391"
"American Association of Cereal Chemists",1,"389"
"Urolojik Cerrahi Dernegi",1,"389"
"Associação Nacional de Pós-Graduação e Pesquisa em Administração",1,"385"
"Australasian Medical Publishing Co. Ltd",1,"384"
"European Dialysis & Transplant Nurses Association/European Renal Care Association",1,"384"
"International Federation for Systems Research",1,"382"
"Japanese Society of Developmental Biologists",1,"381"
"National Society for Education in Art and Design",1,"381"
"Programa de Pós-Graduação em Educação para a Ciência, Faculdade de Ciências, campus de Bauru, Universidade Estadual Paulista",1,"381"
"Research Society on Alcoholism",1,"380"
"American Society of Interventional Pain Physicians (ASIPP)",1,"379"
"Japanese Circulation Society",1,"377"
"Society of Hospital Pharmacists of Australia",1,"377"
"BiomedGrid LLC",1,"376"
"European Federation of IASP Chapters",1,"376"
"Horizon e-Publishing Group",1,"374"
"Instituto de Psicologia, Universidade de São Paulo",1,"372"
"Secretaria de Vigilância em Saúde",1,"372"
"Japanese Geotechnical Society",1,"367"
"Japanese Society of Veterinary Science",1,"367"
"Society for the Study of Species Biology",1,"367"
"American Ornithological Society",1,"366"
"Erciyes University Faculty of Medicine",1,"366"
"El Profesional de la Informacion",1,"365"
"Qeios Ltd",1,"364"
"Society for Integrative & Comparative Biology",1,"362"
"Programa de Pós Graduação em Psicologia, Pontifícia Universidade Católica de Campinas",1,"361"
"Instituto de Psiquiatria",1,"359"
"Biomedical Informatics",1,"358"
"Japan Endocrine Society",1,"357"
"Chinese Journal of Cancer Research Co",1,"356"
"Faculdade São Leopoldo Mandic",1,"356"
"Royal College of General Practioners",1,"356"
"The University of Manchester",1,"356"
"Economics Bulletin",1,"353"
"American Dental Education Association",1,"352"
"Turkish Journal of Thoracic and Cardiovascular Surgery",1,"352"
"World Sturgeon Conservation Society",1,"349"
"Institute of Navigation (ION)",1,"345"
"Japan Oil Chemists Society",1,"345"
"Pacioli Society",1,"345"
"CELOM",1,"344"
"Centro de Estudos de Venenos e Animais Peçonhentos",1,"343"
"Royal Pharmaceutical Society (RPSGB)",1,"340"
"Association of Learned and Professional Society Publishers",1,"338"
"Medical Network",1,"338"
"Sociedade Brasileira de Carcionologia",1,"336"
"Medical University of Bialystok",1,"335"
"Dr M N Khan",1,"334"
"Sociedade Brasileira de Entomologia",1,"333"
"International Union against Tubercul. and Lung Dis.",1,"331"
"National Rural Health Association",1,"331"
"Institute for Ionics",1,"330"
"Medicina Oral, Patologia Oral y Cirugia Bucal",1,"327"
"Australian Psychological Society",1,"326"
"International Lake Environment Committee",1,"326"
"American Pharmacists Association",1,"325"
"Korean Academy of Medical Science",1,"325"
"British Association for the Study and Prevention of Child Abuse and Neglect",1,"324"
"Child Neurology Society",1,"324"
"Korean Nuclear Society",1,"324"
"Revista Brasileira de Fisioterapia",1,"324"
"BME-PT and GTE",1,"322"
"EAGE",1,"322"
"Association of Mechanical Engineers of Slovenia",1,"321"
"Chinese Society of Gastroenterology",1,"321"
"King Mongkuts University of Technology North Bangkok",1,"320"
"Nordic Pharmacological Societies",1,"320"
"International Society of Neuropathology",1,"319"
"Surgical Society of Kenya",1,"319"
"Institute of Public Administration Australia",1,"318"
"American Ornithologist Society",1,"315"
"Belgian Society of Tropical Medicine and the Prince Leopold Institute of Tropical Medicine",1,"315"
"Spanish Association of Terrestrial Ecology",1,"315"
"The British Society of Strain Management (BSSM)",1,"315"
"Associação Brasileira de Soldagem",1,"314"
"Australasian Society for Computers in Learning in Tertiary Education",1,"313"
"Indian Chemical Society",1,"313"
"School Science and Mathematics Association (SSMA)",1,"313"
"Sociedade Botanica de Sao Paulo",1,"313"
"George Washington University",1,"312"
"Federacion de Asociaciones de Ingenieros Industriales de Espana",1,"311"
"Japan Society for Occupational Health",1,"311"
"Pacific Rim College of Psychiatry",1,"311"
"Laboratory Animals Ltd",1,"310"
"International Society for Holter and Noninvasive Electrocardiology, Inc.",1,"309"
"Society for Academic Emergency Medicine",1,"309"
"Northern Institute of Philosophy",1,"308"
"Universidade Federal Rural do Semiárido",1,"306"
"American Society for Public Administration",1,"305"
"NANDA International",1,"305"
"Baqiytallah Research Center for Gastroenterology and Liver Diseases",1,"303"
"AOAC International",1,"302"
"Centre Europeen pour la Surveillance Epidemiologique du SIDA",1,"301"
"International Society for Autism Research",1,"300"
"Society for the Advancement of Managment Studies",1,"299"
"Faculty of Medicine of the University of Kinshasa",1,"298"
"Faculty of Mining, Geology and Petroleum Engineering (University of Zagreb)",1,"298"
"CEERS",1,"297"
"Japan Society of Hepatology",1,"297"
"Sociedade Brasileira de Geologia",1,"297"
"Iberoamerican Journal of Medicine",1,"296"
"Collegium Boreas (BOREAS)",1,"295"
"European Academy of Dermatology and Venereology",1,"294"
"Hellenic Veterinary Medical Society",1,"293"
"Pan American Health Organization",1,"292"
"Centre for Business and Economic Research (CBER)",1,"289"
"European Society for Rural Sociology",1,"289"
"American College of Surgeons",1,"287"
"Cardiology Society of India",1,"287"
"Amber Publication",1,"286"
"Arkat USA",1,"286"
"Korean Society of Veterinary Science",1,"286"
"Second Affiliated Hospital Zhejiang University School of Medicine",1,"286"
"Alcohol Research Documentation, Inc.",1,"285"
"Centro de Estudos de Opiniao Publica, Universidade Estadual de Campinas",1,"285"
"Associação Brasileira de Otorrinolaringologia e Cirurgia Cérvico Facial",1,"284"
"National Scientific Medical Center",1,"284"
"Project Hope",1,"284"
"American Association of Nurse Practitioners",1,"283"
