"Publishers","Journals"
"Ministry of Communication and Information Technology",0
"Ministry of Cabinet Affairs United Arab Emirates",0
"Matej Bel University in Banská Bystrica",0
"Manchester Metropolitan University",0
"Lunds Tekniska Högskola",0
"King's College London",0
"Johns Hopkins University",0
"Islamic Azad University, Majlesi Branch",0
"International Society of Arthroscopy, Knee Surgery, and Orthopaedic Sports Medicine",0
"International Association for Landscape Ecology",0
"Instituto de Educação",0
"Instituto de Biociências",0
"Instituto Superior Politécnico José Antonio Echeverría-Cujae",0
"Instituto Superior Económico e Social de Évora",0
"Instituto Politécnico de Lisboa",0
"Instituto Nacional de Recursos Biológicos",0
"Instituto Federal do Amazonas",0
"Institute of Philosophy",0
"Institut für Kunstwissenschaft und Historische Urbanistik",0
"Institut d'Estudis Catalans",0
"Informa",0
"Hospital Fernando Fonseca",0
"Hong Kong Polytechnic University",0
"Hellenic Open University",0
"Hebrew University of Jerusalem",0
"Grupo de Pesquisa em Literatura, Religião e Teologia",0
"Griffith University",0
"Griffith Law School",0
"Graz University of Technology",0
"Gonzaga University",0
"Girijananda Chowdhury Institute of Pharmaceutical Science",0
"Georgia State University",0
"Georgetown University",0
"Generalitat de Catalunya",0
"Freie Universität Berlin",0
"Forschungszentrum Jülich",0
"Fakultät I - Geistes- und Bildungswissenschaften",0
"Faculté des lettres et sciences humaines",0
"Faculty of Science",0
"Faculty of Philosophy",0
"Faculty of Pedagogy and Fine Arts",0
"Faculty of Nature Sciences",0
"Faculty of Mathematics and Natural Sciences",0
"Faculty of Management, Law & Social Sciences",0
"Faculty of Engineering",0
"Facultatea de Stiinte Exacte",0
"Facultatea de Litere",0
"Facultad de Derecho",0
"Facultad de Ciencias de la Actividad Física y del Deporte",0
"Facultad de Ciencias Sociales",0
"Facultad de Ciencias Políticas y Sociología",0
"Facultad de Ciencias Agropecuarias",0
"Faculdade de Psicologia e de Ciências da Educação",0
"Faculdade de Economia, Administração e Contabilidade",0
"Faculdade de Ciências e Tecnologia",0
"Faculdade de Ciências e Tecnologia",0
"Faculdade de Ciências Sociais e Humanas",0
"Faculdade de Ciências Humanas",0
"Eötvös Loránd Tudományegyetem",0
"European Space Agency",0
"European Mathematical Society",0
"Dublin Institute for Advanced Studies",0
"Department of International Trade",0
"Department of Chemistry",0
"Departamento de Política Científica e Tecnológica",0
"Departamento de Historia del Arte I Medieval",0
"Departamento de Ciencia Política y Relaciones Internacionales",0
"Dedman School of Law",0
"Dalhousie University",0
"Cornell University",0
"College of Humanities and Social Sciences",0
"Churchill Livingstone",0
"Chulalongkorn University",0
"Centro de Formação de Professores",0
"Centro de Comunicação, Turismo e Artes",0
"Centro Regional de Viseu",0
"Centro Regional das Beiras",0
"Carleton University",0
"Canadian Historical Association",0
"Canadian Academy of Manipulative Therapy",0
"Bölcsészettudományi  Kar",0
"Brigham Young University",0
"Brandeis University",0
"Boise State University",0
"Bangka Belitung University",0
"Australian National University",0
"Auckland University of Technology",0
"Arizona State University",0
"American Historical Association",0
"Alexandria University",0
"Acta Chirurgica Scandinavica Society",0
